stature_m,buttockheight,waistdepth,span,waistcircumference,shouldercircumference,footlength,handlength,functionalleglength,chestheight,chestcircumference,cervicaleheight,sittingheight
1.864,935,217,1877,912,1121,271,196,1197,1359,992,1612,948
1.867,916,330,1916,1300,1413,298,196,1215,1370,1372,1622,992
1.745,858,258,1817,1067,1229,267,188,1119,1272,1178,1501,915
1.717,853,230,1773,885,1177,274,201,1131,1261,1043,1470,890
1.735,869,206,1829,830,1172,263,184,1072,1254,989,1498,922
1.603,797,177,1638,728,1045,249,173,1043,1161,880,1373,821
1.729,859,234,1833,911,1150,271,204,1120,1251,1031,1499,916
1.801,882,200,1846,822,1085,264,184,1120,1335,939,1540,935
1.648,799,191,1714,846,1121,266,185,1054,1171,942,1413,893
1.823,923,306,1951,1181,1351,285,212,1215,1347,1194,1590,929
1.598,780,207,1660,857,1092,252,173,1017,1167,1026,1383,847
1.774,900,243,1862,940,1336,272,194,1144,1299,1156,1516,916
1.87,980,228,2009,952,1264,299,215,1209,1386,1134,1636,953
1.825,961,268,1930,1025,1272,272,200,1216,1354,1157,1595,907
1.792,912,222,1977,928,1286,284,213,1160,1321,1159,1537,898
1.702,859,208,1811,894,1149,260,190,1068,1238,1048,1478,882
1.773,859,236,1833,975,1205,260,211,1176,1327,1164,1536,940
1.765,878,195,1814,802,1080,263,190,1066,1285,904,1509,949
1.79,896,213,1839,885,1189,263,197,1145,1292,1043,1534,957
1.821,890,218,1914,922,1193,289,206,1160,1303,1135,1572,931
1.792,898,251,1797,1035,1263,267,194,1236,1329,1172,1550,926
1.865,932,276,2010,1080,1287,286,210,1228,1339,1127,1623,961
1.767,874,245,1799,984,1237,278,191,1184,1313,1165,1524,935
1.678,798,187,1707,795,1093,270,192,1051,1232,928,1445,906
1.728,866,222,1796,952,1205,258,184,1146,1258,1112,1497,904
1.744,875,270,1937,1122,1267,280,209,1206,1282,1207,1521,893
1.73,858,220,1803,913,1117,257,190,1110,1263,1043,1494,908
1.8,888,193,1864,780,1119,268,207,1132,1310,971,1545,918
1.822,909,218,1899,834,1156,268,191,1182,1333,1018,1566,935
1.753,915,202,1884,803,1137,280,204,1139,1287,889,1516,893
1.719,831,258,1805,1037,1142,266,187,1100,1240,1113,1492,922
1.696,820,195,1680,775,1083,263,181,1040,1217,914,1434,913
1.66,796,216,1685,862,1130,257,175,1053,1202,950,1406,907
1.819,924,227,1948,936,1172,298,213,1124,1335,1025,1571,940
1.713,845,216,1816,873,1226,276,197,1143,1263,1069,1482,937
1.718,838,253,1746,961,1206,258,181,1095,1234,1038,1462,920
1.695,792,278,1746,1030,1265,288,206,1097,1233,1139,1471,939
1.671,801,226,1760,944,1125,258,185,1124,1214,993,1439,867
1.741,889,229,1932,867,1174,274,202,1150,1277,993,1495,885
1.759,843,228,1808,932,1232,263,195,1135,1295,1132,1522,943
1.77,849,229,1818,890,1179,287,201,1101,1273,1032,1518,945
1.813,879,258,1848,1011,1215,278,195,1209,1321,1101,1572,934
1.737,879,238,1740,952,1168,268,186,1096,1279,1065,1510,908
1.542,716,223,1557,859,1060,254,174,1006,1115,960,1298,851
1.797,877,209,1822,813,1122,274,200,1105,1299,949,1550,946
1.685,799,218,1676,887,1124,260,185,1075,1233,1017,1455,930
1.7,860,236,1746,946,1150,268,201,1067,1202,1028,1476,916
1.612,785,241,1663,944,1156,255,187,1069,1181,1098,1369,833
1.758,875,210,1847,862,1125,264,195,1173,1294,940,1520,911
1.666,825,344,1728,1185,1225,265,191,1083,1220,1207,1437,897
1.752,879,258,1878,1072,1288,274,210,1138,1272,1168,1533,942
1.749,877,248,1804,1015,1187,259,186,1125,1284,1074,1518,932
1.824,939,250,1907,952,1238,297,200,1204,1342,1123,1599,924
1.767,902,216,1818,908,1110,279,198,1130,1284,992,1538,912
1.802,868,216,1869,864,1193,268,195,1163,1335,1042,1547,961
1.817,893,236,1850,938,1218,260,191,1173,1350,1081,1567,952
1.772,870,195,1853,791,1174,281,212,1114,1292,971,1517,920
1.777,853,216,1889,880,1226,286,200,1123,1314,1083,1535,944
1.715,832,224,1744,914,1114,269,184,1091,1253,1037,1460,890
1.792,876,198,1859,805,1174,273,188,1106,1303,1000,1525,949
1.849,904,271,1864,1029,1236,284,199,1220,1341,1073,1591,977
1.75,839,202,1784,820,1160,268,188,1087,1274,1013,1504,937
1.76,867,232,1846,923,1142,272,196,1104,1291,1021,1526,928
1.938,999,226,2091,920,1238,292,213,1276,1425,1062,1690,941
1.849,927,256,1848,1011,1211,269,206,1171,1341,1104,1599,972
1.727,868,243,1770,952,1212,265,191,1139,1265,1101,1489,891
1.809,903,241,1853,945,1137,287,191,1195,1320,991,1559,943
1.84,908,235,1843,967,1201,297,213,1181,1331,1074,1584,964
1.785,889,282,1899,1015,1215,274,204,1150,1293,1107,1537,928
1.745,886,224,1897,892,1182,282,207,1142,1263,1032,1499,895
1.732,886,234,1831,866,1145,270,202,1097,1262,994,1478,885
1.713,862,273,1805,1034,1197,275,196,1132,1245,1073,1488,886
1.644,822,201,1683,761,1088,245,178,1082,1176,896,1409,860
1.786,883,220,1875,924,1260,279,199,1143,1312,1122,1552,942
1.835,883,244,1819,987,1194,289,199,1131,1332,1076,1583,992
1.763,865,256,1880,1034,1282,280,203,1142,1298,1180,1524,923
1.687,804,221,1756,933,1170,250,189,1049,1212,1014,1448,918
1.855,944,225,1907,917,1151,286,205,1217,1354,1032,1610,937
1.72,855,271,1759,1021,1178,282,194,1082,1265,1097,1482,926
1.572,782,188,1690,812,1106,256,186,1027,1143,1061,1352,823
1.715,870,183,1703,800,1067,263,190,1067,1274,977,1482,902
1.658,803,222,1689,883,1130,263,187,1061,1207,975,1414,900
1.72,832,242,1646,940,1182,258,180,1070,1250,1013,1480,926
1.777,865,275,1820,992,1220,269,192,1130,1262,1072,1512,947
1.638,807,199,1820,816,1212,285,209,1052,1208,1049,1409,865
1.902,900,268,1889,1088,1240,292,196,1207,1384,1147,1632,1017
1.793,887,248,1837,978,1168,270,204,1113,1311,1073,1551,944
1.799,906,207,1884,837,1197,281,201,1137,1330,985,1546,921
1.826,910,221,1887,904,1236,289,200,1195,1360,1113,1578,944
1.83,922,254,1895,980,1213,297,209,1160,1315,1091,1583,945
1.755,842,258,1808,1049,1235,267,194,1109,1281,1157,1505,952
1.865,922,242,1908,962,1220,286,203,1181,1364,1143,1592,987
1.806,892,247,1834,966,1188,268,193,1091,1316,1038,1554,959
1.792,888,262,1813,1073,1153,266,188,1164,1298,1116,1549,935
1.777,872,215,1858,874,1154,267,198,1088,1284,1026,1518,937
1.854,978,213,2032,815,1262,288,217,1188,1357,1039,1592,925
1.819,862,224,1860,900,1183,263,192,1122,1296,1011,1558,990
1.81,917,224,1826,841,1194,278,201,1131,1326,969,1545,941
1.682,817,248,1771,946,1152,268,186,1056,1210,1002,1446,897
1.845,899,281,1838,1087,1174,273,201,1156,1360,1097,1599,966
1.852,933,259,1930,1079,1250,293,197,1177,1368,1181,1618,939
1.691,882,218,1777,906,1136,264,197,1100,1221,999,1467,844
1.738,825,210,1837,907,1200,276,204,1087,1241,1011,1488,940
1.711,834,220,1726,902,1120,254,186,1085,1240,1041,1460,903
1.752,866,218,1829,899,1188,279,194,1097,1288,1010,1502,913
1.729,832,226,1740,892,1202,258,186,1070,1254,1037,1492,928
1.64,799,206,1633,850,1065,254,176,988,1191,933,1405,862
1.67,841,190,1760,792,1091,264,201,1058,1235,908,1441,870
1.759,861,237,1781,934,1174,269,197,1085,1283,1034,1503,909
1.828,916,271,1852,1074,1207,262,192,1148,1347,1026,1574,956
1.651,826,223,1742,880,1181,267,186,1064,1207,1017,1410,872
1.785,893,252,1909,1006,1244,286,206,1183,1308,1112,1542,906
1.871,924,288,1950,1103,1296,277,203,1168,1344,1161,1616,969
1.694,900,248,1822,931,1210,264,184,1120,1252,1072,1480,838
1.785,889,281,1789,1065,1195,260,185,1189,1326,1146,1535,938
1.706,849,198,1802,801,1097,259,191,1070,1255,943,1471,892
1.7,856,247,1745,962,1111,253,181,1035,1231,1006,1475,885
1.597,770,242,1615,928,1106,239,171,1009,1156,1021,1358,863
1.827,896,231,1892,964,1219,286,204,1140,1326,1096,1574,963
1.736,808,174,1754,766,1158,258,187,1027,1259,929,1477,957
1.798,898,256,1860,1022,1251,280,198,1126,1311,1144,1558,933
1.707,786,278,1687,1061,1217,272,187,1078,1237,1143,1466,954
1.781,852,279,1824,1051,1208,279,202,1119,1286,1182,1537,946
1.7,817,239,1733,942,1148,250,182,1068,1244,1043,1449,896
1.828,923,277,1968,1087,1264,276,207,1171,1342,1111,1581,950
1.714,807,272,1718,1136,1280,273,188,1082,1233,1237,1472,955
1.842,918,251,1947,1025,1246,289,203,1177,1336,1119,1583,964
1.909,944,271,1986,1136,1323,296,217,1202,1399,1258,1656,1001
1.726,839,213,1782,864,1085,259,185,1057,1262,938,1479,909
1.726,849,201,1800,831,1202,269,190,1094,1244,985,1493,902
1.67,822,204,1726,842,1138,259,175,1080,1211,985,1441,873
1.9,906,219,1877,900,1126,299,209,1196,1409,961,1638,992
1.63,771,239,1686,947,1147,249,179,1009,1195,1046,1393,882
1.779,885,298,1807,1137,1327,263,197,1107,1321,1213,1540,955
1.849,973,286,1866,1097,1318,291,203,1203,1364,1203,1608,932
1.796,889,232,1850,947,1258,284,196,1133,1329,1114,1531,951
1.822,895,252,1883,1040,1227,300,206,1140,1310,1158,1574,971
1.635,807,172,1709,748,1132,257,188,1034,1196,952,1407,878
1.71,840,278,1737,1026,1202,266,195,1090,1241,1095,1472,896
1.703,831,242,1717,971,1201,263,193,1062,1213,1088,1445,935
1.749,855,229,1916,976,1248,282,204,1079,1240,1086,1498,927
1.742,834,219,1819,919,1176,267,194,1101,1260,1008,1503,920
1.687,778,223,1730,910,1203,252,185,1042,1229,1046,1440,915
1.731,849,214,1849,906,1115,263,184,1109,1271,968,1498,901
1.931,980,201,1978,836,1163,299,214,1222,1415,1021,1668,983
1.775,885,273,1766,1022,1194,267,188,1164,1310,1116,1535,891
1.83,944,230,1904,895,1187,282,195,1150,1359,1025,1583,904
1.74,885,294,1790,1080,1194,272,195,1161,1283,1213,1521,884
1.847,926,220,1952,916,1217,280,194,1148,1348,1082,1588,941
1.647,808,297,1792,1084,1222,246,200,1089,1180,1143,1437,844
1.928,942,244,1985,975,1230,286,210,1220,1436,1121,1668,990
1.782,870,204,1849,847,1129,286,202,1113,1291,975,1538,941
1.781,868,194,1837,808,1128,279,203,1130,1286,919,1536,943
1.761,851,193,1766,868,1195,280,192,1097,1268,1038,1516,941
1.728,840,193,1770,837,1094,270,201,1050,1229,926,1467,933
1.705,842,223,1673,960,1142,262,187,1082,1230,1036,1466,892
1.729,857,199,1762,774,1027,258,192,1090,1264,877,1471,905
1.752,864,257,1810,1004,1200,269,194,1135,1306,1105,1511,905
1.776,876,285,1812,1077,1201,273,200,1145,1291,1061,1524,933
1.643,794,179,1746,701,1094,255,184,1099,1195,948,1407,862
1.57,729,223,1587,892,1115,246,175,1026,1135,990,1328,851
1.725,861,236,1803,942,1155,266,188,1130,1250,1074,1512,904
1.81,844,201,1830,800,1176,264,191,1111,1305,1018,1556,987
1.814,905,279,1843,1064,1260,271,186,1164,1336,1069,1574,935
1.744,866,288,1846,1109,1279,275,195,1179,1268,1174,1511,903
1.776,887,273,1875,1034,1266,275,194,1170,1301,1141,1548,912
1.819,946,350,1880,1308,1284,288,203,1225,1359,1291,1574,921
1.715,839,279,1700,1057,1256,259,184,1081,1252,1131,1478,945
1.826,894,213,1831,844,1165,282,194,1184,1341,1000,1552,973
1.763,873,222,1778,909,1130,282,203,1071,1293,1011,1509,948
1.842,908,206,1850,808,1163,286,209,1210,1352,974,1578,971
1.728,876,268,1875,1115,1252,275,201,1195,1265,1192,1511,858
1.827,905,201,1916,859,1199,284,206,1219,1370,1034,1571,917
1.68,808,233,1788,990,1218,273,191,1099,1224,1046,1463,894
1.822,851,232,1886,965,1217,282,197,1148,1332,1105,1563,994
1.614,777,195,1663,828,1145,258,177,985,1173,1024,1373,860
1.757,854,208,1758,832,1158,257,179,1100,1263,1005,1509,940
1.743,870,236,1813,1002,1187,272,189,1110,1265,1134,1516,900
1.777,855,222,1823,900,1196,280,204,1126,1296,1052,1524,935
1.775,859,248,1886,1030,1211,290,214,1128,1276,1171,1515,938
1.889,947,223,1876,895,1164,274,203,1185,1370,1019,1629,992
1.788,884,191,1810,788,1136,250,185,1110,1310,943,1530,931
1.657,780,217,1676,892,1134,243,176,1056,1205,1035,1418,899
1.713,820,227,1732,907,1115,266,188,1086,1249,988,1467,901
1.685,831,293,1735,1077,1227,264,183,1103,1256,1197,1449,873
1.774,897,238,1839,994,1195,288,199,1187,1326,1128,1556,912
1.737,853,261,1759,1032,1200,262,187,1101,1269,1132,1500,935
1.79,863,259,1778,1037,1222,278,196,1155,1297,1095,1536,963
1.747,878,221,1847,842,1176,265,192,1157,1277,1054,1514,904
1.877,941,259,1942,995,1201,296,209,1229,1358,1082,1620,969
1.854,929,266,1908,1115,1315,284,209,1219,1352,1267,1595,966
1.854,912,253,1931,1014,1185,280,203,1195,1360,1131,1603,965
1.799,926,306,1919,1142,1324,297,215,1240,1331,1248,1563,913
1.642,787,220,1666,905,1123,260,187,1038,1186,1032,1402,890
1.784,904,283,1842,1082,1216,271,197,1180,1332,1167,1556,905
1.739,833,256,1787,1016,1255,276,199,1088,1286,1114,1498,952
1.73,868,250,1803,967,1211,265,192,1125,1268,1054,1507,894
1.756,892,226,1881,915,1228,278,193,1160,1298,1096,1527,904
1.757,857,223,1783,879,1128,264,192,1143,1291,1005,1507,928
1.768,878,277,1822,1043,1273,267,192,1164,1321,1170,1533,932
1.688,885,237,1844,887,1130,267,203,1109,1247,987,1463,833
1.805,908,292,1874,1152,1304,278,195,1192,1360,1257,1558,950
1.725,847,238,1776,938,1153,260,192,1101,1261,1031,1494,915
1.817,860,242,1865,963,1177,259,195,1147,1305,1058,1565,970
1.879,911,251,1896,992,1175,282,196,1205,1364,1077,1630,986
1.734,877,254,1781,999,1185,268,193,1147,1246,1095,1492,929
1.788,886,280,1878,1097,1234,283,201,1178,1307,1205,1544,920
1.807,858,210,1862,865,1188,283,193,1126,1297,1035,1536,987
1.727,849,196,1688,791,1075,249,175,1072,1258,912,1478,919
1.755,897,273,1825,1073,1256,265,190,1199,1306,1114,1539,911
1.872,970,221,1897,907,1195,271,191,1198,1370,1034,1613,947
1.717,837,203,1749,798,1087,248,178,1079,1246,936,1477,902
1.81,905,289,1891,1108,1221,276,196,1209,1358,1223,1574,938
1.703,842,253,1798,975,1130,274,205,1058,1242,1019,1471,901
1.79,920,241,1846,992,1160,288,205,1149,1323,1059,1548,917
1.705,845,280,1800,1040,1215,262,190,1130,1261,1088,1477,897
1.833,897,206,1876,857,1119,288,203,1142,1345,998,1572,962
1.829,918,307,1884,1197,1313,261,197,1170,1360,1198,1610,957
1.842,880,238,1859,961,1183,270,194,1214,1344,1023,1578,950
1.62,789,210,1669,879,1117,259,178,1040,1173,989,1385,866
1.721,845,197,1825,770,1141,270,203,1085,1254,944,1480,902
1.728,854,177,1752,763,1124,262,190,1091,1261,932,1481,929
1.767,849,188,1809,789,1076,251,190,1091,1295,922,1525,935
1.697,855,253,1795,975,1192,269,186,1140,1251,1083,1463,902
1.634,816,211,1753,862,1079,246,183,1063,1196,1008,1410,845
1.772,845,248,1782,974,1226,264,191,1158,1306,1128,1533,933
1.877,901,191,1877,804,1166,277,202,1135,1383,1013,1600,1007
1.782,874,214,1858,838,1143,270,198,1139,1284,1009,1533,918
1.8,870,246,1843,986,1324,277,191,1136,1331,1197,1553,953
1.754,845,226,1770,890,1216,267,191,1099,1284,1054,1503,945
1.91,937,288,1970,1125,1344,291,210,1213,1415,1182,1653,1002
1.723,857,238,1776,963,1161,265,196,1082,1266,1109,1477,908
1.651,796,205,1767,826,1150,259,186,1070,1196,1000,1411,870
1.886,987,297,1968,1118,1271,286,214,1316,1392,1257,1639,923
1.668,769,221,1697,917,1138,245,182,1043,1210,1047,1419,908
1.688,826,232,1668,939,1097,253,182,1061,1221,1023,1442,893
1.795,880,188,1834,799,1098,267,197,1128,1303,995,1542,937
1.744,841,233,1853,935,1171,282,204,1122,1291,1029,1497,920
1.693,806,293,1722,1081,1221,262,183,1109,1236,1123,1461,896
1.678,834,198,1724,821,1095,246,184,1062,1241,931,1444,881
1.74,813,260,1786,1050,1182,279,201,1083,1235,1088,1503,964
1.723,859,284,1792,1057,1175,257,195,1118,1254,1113,1488,908
1.734,854,220,1737,874,1111,263,184,1076,1285,1026,1492,922
1.868,950,272,1960,1056,1220,274,198,1237,1375,1107,1606,947
1.677,838,259,1740,1047,1239,255,180,1110,1260,1138,1462,857
1.678,801,276,1683,1062,1315,270,189,1100,1236,1253,1432,885
1.779,857,300,1868,1195,1267,274,194,1195,1287,1260,1544,934
1.753,886,265,1786,1048,1205,265,191,1139,1274,1134,1526,908
1.829,936,230,1952,969,1201,290,210,1198,1349,1031,1575,928
1.9,991,290,2084,1040,1238,301,229,1258,1409,1116,1660,954
1.816,919,210,1922,863,1169,281,201,1140,1336,1024,1569,926
1.871,906,299,1933,1181,1267,294,208,1210,1355,1243,1604,976
1.702,862,212,1772,882,1137,265,189,1085,1248,1075,1471,874
1.754,897,194,1807,809,1158,274,194,1121,1276,980,1509,910
1.659,790,237,1726,1023,1302,268,192,1040,1237,1190,1419,904
1.725,828,206,1742,848,1138,261,181,1079,1245,1017,1479,928
1.717,816,296,1751,1136,1277,257,180,1119,1294,1239,1486,922
1.77,853,246,1808,984,1245,274,194,1114,1310,1119,1530,950
1.85,931,202,1810,820,1092,262,190,1173,1355,939,1598,970
1.779,870,247,1769,1002,1168,277,193,1114,1325,1094,1520,949
1.849,926,251,1958,1023,1345,281,200,1202,1368,1196,1626,967
1.809,907,291,1873,1114,1312,277,191,1179,1317,1219,1554,925
1.71,835,231,1800,894,1136,258,200,1084,1276,1008,1471,893
1.715,846,274,1809,1077,1200,263,192,1162,1235,1146,1478,898
1.629,779,236,1726,880,1180,254,178,1057,1187,1016,1384,851
1.674,784,252,1719,992,1205,264,177,1071,1229,1074,1435,901
1.834,923,266,1830,1063,1204,285,203,1179,1341,1147,1589,948
1.813,873,263,1826,1014,1174,270,191,1146,1322,1092,1565,970
1.769,861,244,1834,994,1215,274,196,1115,1271,1096,1512,933
1.853,891,310,1880,1148,1317,280,196,1137,1327,1260,1593,1009
1.75,835,199,1787,859,1116,277,198,1105,1248,976,1502,945
1.721,839,180,1732,790,1103,261,181,1064,1265,906,1477,912
1.706,852,271,1809,1081,1239,276,192,1136,1262,1172,1492,885
1.673,800,191,1712,781,1053,274,190,1060,1196,947,1427,882
1.715,821,195,1797,810,1117,264,197,1068,1244,949,1463,906
1.77,872,213,1851,865,1212,273,194,1112,1302,1063,1525,930
1.682,827,209,1694,843,1103,258,197,1086,1230,962,1455,889
1.782,852,226,1776,895,1181,261,185,1109,1310,994,1529,961
1.748,848,229,1796,914,1150,266,194,1132,1278,1026,1502,924
1.895,957,324,1946,1265,1299,300,212,1259,1410,1285,1636,978
1.782,874,227,1802,990,1189,276,193,1132,1281,1023,1526,946
1.699,826,224,1736,868,1070,254,190,1070,1235,952,1460,901
1.859,917,207,1878,852,1108,278,204,1202,1354,931,1602,967
1.763,894,213,1898,875,1175,281,200,1162,1289,1062,1525,875
1.79,859,238,1783,961,1153,276,207,1183,1299,1058,1541,954
1.799,873,263,1836,1055,1316,277,197,1157,1306,1165,1548,967
1.819,878,297,1838,1144,1286,293,204,1180,1318,1204,1575,971
1.716,806,268,1782,1006,1167,263,190,1087,1251,1048,1474,923
1.732,883,267,1857,1049,1201,284,205,1182,1273,1199,1507,869
1.823,910,302,1887,1108,1258,284,201,1205,1342,1135,1596,947
1.641,801,252,1723,1021,1204,262,180,1107,1215,1108,1424,869
1.704,858,232,1865,877,1194,286,197,1138,1240,1037,1468,886
1.89,945,272,1997,1147,1330,306,215,1248,1390,1289,1634,964
1.653,780,206,1708,831,1125,256,184,1064,1206,991,1416,911
1.803,904,217,1875,843,1161,283,203,1148,1340,949,1555,933
1.683,836,248,1821,1017,1136,258,190,1091,1207,1072,1446,885
1.822,868,244,1870,965,1267,261,200,1074,1292,1085,1565,1000
1.812,926,256,1871,1016,1291,289,201,1218,1361,1141,1577,932
1.79,901,216,1956,875,1258,282,219,1100,1321,1063,1534,939
1.797,867,281,1767,1051,1220,268,193,1157,1296,1117,1556,949
1.796,906,185,1836,790,1132,277,204,1109,1310,922,1532,928
1.654,802,268,1731,1050,1247,256,190,1068,1207,1143,1428,896
1.714,814,232,1760,947,1131,263,194,1096,1247,1032,1477,923
1.774,882,237,1809,994,1154,272,194,1117,1291,1029,1535,932
1.744,916,278,1829,1058,1248,273,193,1185,1289,1119,1513,874
1.863,948,242,1950,960,1192,297,213,1188,1369,1084,1600,950
1.772,870,279,1839,1060,1226,277,202,1177,1303,1143,1549,915
1.788,928,242,1889,950,1280,291,202,1206,1326,1156,1561,882
1.709,849,186,1821,768,1153,282,204,1043,1252,990,1452,918
1.692,822,220,1677,853,1101,244,176,1068,1247,978,1450,886
1.809,924,270,1912,1041,1277,273,204,1167,1355,1128,1573,921
1.708,848,264,1768,1030,1241,272,194,1151,1258,1151,1484,898
1.71,830,178,1733,731,1060,266,195,1045,1258,887,1443,896
1.746,825,247,1813,958,1215,267,189,1119,1260,1074,1497,908
1.798,867,272,1843,1062,1229,278,194,1187,1300,1114,1545,922
1.765,862,253,1842,1000,1175,279,198,1164,1287,1085,1523,921
1.772,840,218,1816,840,1119,265,190,1105,1288,925,1519,966
1.842,908,274,1854,1031,1216,282,200,1199,1375,1142,1591,970
1.792,841,252,1875,956,1258,272,201,1079,1298,1116,1544,990
1.728,859,197,1776,768,1103,281,196,1067,1279,993,1499,910
1.825,840,216,1809,895,1135,282,204,1085,1311,1034,1552,998
1.732,855,287,1842,1146,1190,270,200,1135,1282,1153,1498,889
1.87,948,208,1933,907,1195,289,215,1171,1365,1069,1616,955
1.649,808,236,1783,917,1282,266,197,1107,1210,1140,1421,866
1.701,807,255,1721,1023,1178,255,185,1060,1216,1106,1473,926
1.8,878,192,1752,771,1057,262,190,1120,1331,904,1557,969
1.745,828,253,1825,973,1139,259,183,1119,1241,1054,1500,931
1.654,753,229,1693,924,1132,246,177,1066,1220,1020,1415,915
1.847,882,219,1962,918,1196,283,206,1136,1321,1005,1597,972
1.735,841,231,1844,971,1161,274,202,1144,1250,1076,1506,923
1.734,878,254,1850,932,1224,264,197,1132,1282,1038,1493,860
